Date/Time: 2018-02-23-13-19-05
Scenario: #1
Device Name: ABPC
Stethoscope ID: 00:06:66:D0:C9:A5
Units: seconds, kPa, mmHg
252.29, 0.47, 3.54
252.55, 0.47, 3.54
252.81, 0.47, 3.54
253.06, 0.47, 3.54
253.32, 0.47, 3.54
253.57, 0.47, 3.54
253.83, 0.47, 3.55
254.08, 0.48, 3.62
254.34, 0.47, 3.55
254.59, 0.50, 3.73
254.85, 0.47, 3.54
255.10, 0.47, 3.54
255.36, 0.47, 3.54
255.61, 0.47, 3.54
255.87, 0.47, 3.54
256.12, 0.47, 3.54
256.37, 0.47, 3.54
256.63, 0.47, 3.54
256.88, 0.47, 3.54
257.14, 0.47, 3.54
257.39, 0.47, 3.54
257.65, 0.47, 3.54
257.91, 0.47, 3.54
258.17, 0.47, 3.54
258.42, 0.47, 3.54
258.67, 0.47, 3.54
258.93, 0.47, 3.54
259.19, 0.47, 3.54
259.44, 0.47, 3.54
259.69, 0.48, 3.58
259.95, 0.47, 3.55
260.20, 0.47, 3.54
260.45, 0.47, 3.54
260.71, 0.47, 3.54
260.96, 0.47, 3.54
261.21, 0.47, 3.54
261.47, 0.47, 3.54
261.72, 0.47, 3.54
261.97, 0.47, 3.54
262.23, 0.47, 3.54
262.48, 0.47, 3.54
262.73, 0.47, 3.54
262.98, 0.47, 3.54
263.23, 0.47, 3.54
263.49, 0.47, 3.54
263.74, 0.47, 3.54
263.99, 0.47, 3.54
264.25, 0.47, 3.54
264.51, 0.47, 3.54
264.76, 0.47, 3.54
265.01, 0.47, 3.54
265.26, 0.47, 3.54
265.52, 0.47, 3.54
265.77, 0.47, 3.54
266.03, 0.47, 3.54
266.29, 0.47, 3.54
266.54, 0.47, 3.54
266.80, 0.47, 3.54
267.06, 0.47, 3.54
267.31, 0.47, 3.54
267.57, 0.47, 3.54
267.83, 0.47, 3.54
268.09, 0.47, 3.54
268.34, 0.47, 3.54
268.59, 0.47, 3.54
268.85, 0.47, 3.54
269.11, 0.47, 3.54
269.36, 0.47, 3.54
269.62, 0.47, 3.54
269.87, 0.47, 3.54
270.12, 0.47, 3.54
270.37, 0.47, 3.54
270.63, 0.47, 3.54
270.89, 0.47, 3.54
271.14, 0.47, 3.54
271.40, 0.47, 3.54
271.65, 0.47, 3.54
271.91, 0.47, 3.54
272.16, 0.47, 3.54
272.41, 0.47, 3.54
272.67, 0.47, 3.54
272.92, 0.47, 3.54
273.18, 0.47, 3.54
273.44, 0.47, 3.55
273.69, 0.47, 3.54
273.95, 0.47, 3.54
274.20, 0.47, 3.54
274.46, 0.47, 3.54
274.71, 0.47, 3.54
274.96, 0.47, 3.54
275.22, 0.47, 3.54
275.47, 0.47, 3.54
275.73, 0.47, 3.54
275.98, 0.47, 3.54
276.24, 0.47, 3.54
276.49, 0.47, 3.54
276.74, 0.47, 3.54
277.00, 0.47, 3.54
277.25, 0.47, 3.55
277.51, 0.47, 3.54
277.76, 0.47, 3.54
278.01, 0.47, 3.54
278.27, 0.50, 3.73
278.53, 0.49, 3.65
278.78, 0.50, 3.73
279.03, 0.50, 3.79
279.29, 0.50, 3.74
279.54, 0.50, 3.74
279.80, 0.55, 4.15
280.05, 0.48, 3.63
280.31, 0.47, 3.54
280.57, 0.47, 3.54
280.83, 0.48, 3.63
281.08, 0.49, 3.68
281.34, 0.47, 3.54
281.60, 0.47, 3.54
281.85, 0.48, 3.57
282.10, 0.47, 3.54
282.36, 0.50, 3.76
282.62, 0.47, 3.54
282.87, 0.47, 3.54
283.13, 0.47, 3.54
283.38, 0.47, 3.55
283.64, 0.47, 3.54
283.90, 0.47, 3.54
284.15, 0.47, 3.54
284.40, 0.47, 3.54
284.65, 0.47, 3.54
284.91, 0.47, 3.54
285.17, 0.47, 3.54
285.42, 0.47, 3.55
285.68, 0.48, 3.57
285.93, 0.47, 3.54
286.18, 0.47, 3.54
286.43, 0.47, 3.55
286.69, 0.47, 3.54
286.94, 0.47, 3.54
287.20, 0.47, 3.54
287.45, 0.47, 3.54
287.70, 0.48, 3.58
287.95, 0.48, 3.62
288.21, 0.51, 3.85
288.47, 0.49, 3.69
288.72, 0.50, 3.76
288.97, 0.53, 3.98
289.23, 0.49, 3.65
289.48, 0.47, 3.54
289.74, 0.47, 3.54
289.99, 0.47, 3.54
290.25, 0.47, 3.54
290.50, 0.47, 3.54
290.75, 0.47, 3.54
291.01, 0.47, 3.54
291.26, 0.48, 3.58
291.51, 0.48, 3.58
291.77, 0.49, 3.71
292.03, 0.50, 3.76
292.28, 0.51, 3.85
292.54, 0.49, 3.69
292.79, 0.47, 3.54
293.05, 0.48, 3.58
293.30, 0.47, 3.54
293.56, 0.53, 3.96
293.82, 0.52, 3.88
294.07, 0.52, 3.91
294.32, 0.51, 3.82
294.57, 0.50, 3.77
294.83, 0.51, 3.80
295.09, 0.47, 3.54
295.34, 0.47, 3.54
295.60, 0.47, 3.54
295.85, 0.47, 3.54
296.11, 0.47, 3.54
296.37, 0.47, 3.54
296.62, 0.47, 3.54
296.87, 0.47, 3.54
297.12, 0.47, 3.54
297.38, 0.47, 3.54
297.64, 0.47, 3.54
297.89, 0.47, 3.54
298.15, 0.47, 3.54
298.41, 0.47, 3.54
298.66, 0.50, 3.73
298.91, 0.48, 3.62
299.16, 0.48, 3.60
299.42, 0.48, 3.60
299.68, 0.49, 3.68
299.94, 0.49, 3.69
300.19, 0.47, 3.54
300.44, 0.47, 3.54
300.70, 0.47, 3.54
300.96, 0.47, 3.54
301.21, 0.48, 3.62
301.47, 0.47, 3.54
301.72, 0.47, 3.54
301.98, 0.47, 3.54
302.23, 0.47, 3.54
302.49, 0.47, 3.55
302.74, 0.47, 3.55
303.00, 0.50, 3.73
303.25, 0.53, 3.95
303.51, 0.50, 3.77
303.76, 0.53, 3.95
304.02, 0.53, 3.96
304.27, 0.57, 4.26
304.53, 0.50, 3.79
304.78, 0.49, 3.71
305.03, 0.57, 4.25
305.29, 0.55, 4.10
305.54, 0.47, 3.54
305.80, 0.52, 3.90
306.05, 0.47, 3.54
306.31, 0.47, 3.54
306.56, 0.49, 3.71
306.81, 0.52, 3.87
307.07, 0.47, 3.54
307.32, 0.47, 3.54
307.58, 0.54, 4.02
307.83, 0.56, 4.23
308.09, 0.58, 4.39
308.35, 0.54, 4.02
308.61, 0.47, 3.54
308.86, 0.48, 3.57
309.12, 0.47, 3.54
309.37, 0.48, 3.63
309.63, 0.50, 3.77
309.88, 0.48, 3.57
310.13, 0.49, 3.65
310.39, 0.48, 3.63
310.64, 0.51, 3.85
310.90, 0.54, 4.02
311.15, 0.47, 3.54
311.41, 0.48, 3.62
311.67, 0.50, 3.79
311.92, 0.47, 3.54
312.17, 0.49, 3.68
312.42, 0.50, 3.79
312.68, 0.48, 3.62
312.94, 0.48, 3.58
313.19, 0.47, 3.54
313.45, 0.47, 3.54
313.70, 0.47, 3.54
313.96, 0.47, 3.54
314.21, 0.47, 3.54
314.46, 0.47, 3.54
314.72, 0.47, 3.54
314.97, 0.47, 3.54
315.23, 0.47, 3.54
315.48, 0.50, 3.79
315.74, 0.48, 3.63
315.99, 0.49, 3.65
316.25, 0.47, 3.54
316.50, 0.47, 3.54
316.75, 0.47, 3.54
317.01, 0.47, 3.54
317.27, 0.47, 3.54
317.52, 0.47, 3.54
317.77, 0.47, 3.54
318.03, 0.47, 3.54
318.28, 0.47, 3.54
318.53, 0.48, 3.60
318.79, 0.47, 3.54
319.05, 0.47, 3.54
319.30, 0.47, 3.54
319.55, 0.47, 3.54
319.81, 0.47, 3.54
320.06, 0.48, 3.62
320.32, 0.47, 3.54
320.57, 0.47, 3.54
320.82, 0.47, 3.55
321.07, 0.47, 3.54
321.33, 0.47, 3.54
321.58, 0.47, 3.54
321.83, 0.48, 3.63
322.09, 0.48, 3.60
322.34, 0.47, 3.54
322.59, 0.47, 3.54
322.85, 0.49, 3.68
323.10, 0.47, 3.54
323.36, 0.47, 3.54
323.61, 0.47, 3.54
323.87, 0.47, 3.54
324.12, 0.47, 3.54
324.37, 0.47, 3.54
324.63, 0.47, 3.54
324.88, 0.47, 3.54
325.14, 0.47, 3.54
325.39, 0.47, 3.54
325.65, 0.47, 3.54
325.90, 0.47, 3.54
326.16, 0.47, 3.54
326.41, 0.47, 3.54
326.67, 0.47, 3.54
326.93, 0.47, 3.54
327.19, 0.47, 3.54
327.44, 0.47, 3.54
327.70, 0.47, 3.54
327.95, 0.47, 3.54
328.21, 0.47, 3.54
328.47, 0.47, 3.54
328.72, 0.47, 3.54
328.97, 0.47, 3.54
329.23, 0.47, 3.54
329.49, 0.47, 3.54
329.74, 0.47, 3.54
330.00, 0.48, 3.57
330.26, 0.47, 3.54
330.51, 0.47, 3.54
330.77, 0.47, 3.54
331.02, 0.47, 3.54
331.28, 0.47, 3.54
331.53, 0.47, 3.54
331.78, 0.47, 3.54
332.04, 0.47, 3.54
332.29, 0.47, 3.54
332.54, 0.47, 3.54
332.79, 0.47, 3.54
333.05, 0.47, 3.54
333.30, 0.47, 3.54
333.55, 0.47, 3.54
333.81, 0.47, 3.54
334.07, 0.47, 3.54
334.32, 0.47, 3.54
334.58, 0.47, 3.54
334.83, 0.47, 3.54
335.09, 0.47, 3.54
335.34, 0.47, 3.54
335.59, 0.47, 3.54
335.85, 0.47, 3.54
336.11, 0.47, 3.54
336.37, 0.47, 3.54
336.62, 0.47, 3.54
336.88, 0.47, 3.54
337.13, 0.47, 3.54
337.39, 0.47, 3.54
337.64, 0.47, 3.54
337.89, 0.47, 3.54
338.15, 0.47, 3.54
338.41, 0.47, 3.54
338.67, 0.47, 3.54
338.92, 0.47, 3.54
339.17, 0.47, 3.54
339.43, 0.47, 3.54
339.68, 0.47, 3.54
339.93, 0.47, 3.54
340.19, 0.47, 3.55
340.44, 0.47, 3.54
340.69, 0.47, 3.54
340.94, 0.47, 3.54
341.20, 0.47, 3.54
341.45, 0.47, 3.54
341.71, 0.48, 3.58
341.96, 0.47, 3.54
342.22, 0.47, 3.54
342.47, 0.47, 3.54
342.72, 0.47, 3.54
342.97, 0.47, 3.54
343.22, 0.47, 3.54
343.47, 0.47, 3.54
343.73, 0.47, 3.54
343.99, 0.47, 3.54
344.25, 0.47, 3.54
344.50, 0.47, 3.54
344.75, 0.47, 3.54
345.00, 0.47, 3.54
345.26, 0.47, 3.54
345.51, 0.47, 3.54
345.76, 0.47, 3.54
346.02, 0.47, 3.54
346.27, 0.47, 3.54
346.53, 0.47, 3.54
346.79, 0.47, 3.54
347.05, 0.47, 3.54
347.30, 0.47, 3.54
347.56, 0.47, 3.54
347.81, 0.47, 3.54
348.07, 0.47, 3.54
348.33, 0.47, 3.54
348.58, 0.47, 3.54
348.84, 0.47, 3.54
349.10, 0.47, 3.54
349.35, 0.47, 3.54
349.61, 0.47, 3.54
349.87, 0.47, 3.54
350.12, 0.47, 3.54
350.37, 0.47, 3.54
350.63, 0.47, 3.54
350.88, 0.47, 3.54
351.13, 0.47, 3.54
351.39, 0.47, 3.54
351.64, 0.47, 3.54
351.89, 0.47, 3.54
352.15, 0.47, 3.54
352.41, 0.47, 3.54
352.67, 0.47, 3.54
352.92, 0.47, 3.54
353.17, 0.47, 3.54
353.42, 0.47, 3.54
353.68, 0.47, 3.54
353.93, 0.47, 3.54
354.18, 0.47, 3.54
354.43, 0.47, 3.54
354.69, 0.47, 3.54
354.94, 0.47, 3.54
355.19, 0.47, 3.54
355.45, 0.47, 3.54
355.71, 0.47, 3.54
355.96, 0.47, 3.54
356.21, 0.47, 3.54
356.46, 0.47, 3.54
356.72, 0.47, 3.54
356.98, 0.47, 3.54
357.23, 0.47, 3.54
357.49, 0.47, 3.54
357.74, 0.47, 3.54
358.00, 0.47, 3.54
358.25, 0.47, 3.54
358.51, 0.47, 3.54
358.76, 0.47, 3.54
359.01, 0.47, 3.54
359.28, 0.47, 3.54
359.53, 0.47, 3.54
359.79, 0.47, 3.54
360.05, 0.47, 3.54
360.30, 0.47, 3.54
360.56, 0.47, 3.54
360.82, 0.47, 3.54
361.07, 0.47, 3.54
361.33, 0.47, 3.54
361.59, 0.47, 3.54
361.84, 0.47, 3.54
362.10, 0.47, 3.54
362.35, 0.47, 3.54
362.61, 0.47, 3.54
362.87, 0.47, 3.54
363.13, 0.47, 3.54
363.38, 0.47, 3.54
363.64, 0.47, 3.54
363.90, 0.47, 3.54
364.15, 0.47, 3.54
364.40, 0.47, 3.54
364.66, 0.47, 3.54
364.92, 0.47, 3.54
365.17, 0.47, 3.54
365.42, 0.47, 3.54
365.68, 0.47, 3.54
365.93, 0.47, 3.54
366.19, 0.47, 3.54
366.44, 0.47, 3.54
366.70, 0.47, 3.54
366.96, 0.47, 3.54
367.21, 0.47, 3.54
367.46, 0.47, 3.54
367.72, 0.47, 3.54
367.98, 0.47, 3.54
368.23, 0.47, 3.54
368.48, 0.47, 3.54
368.74, 0.47, 3.54
368.99, 0.47, 3.54
369.24, 0.47, 3.54
369.50, 0.47, 3.54
369.76, 0.47, 3.54
370.01, 0.47, 3.54
370.26, 0.47, 3.54
370.52, 0.47, 3.54
370.77, 0.47, 3.54
371.03, 0.47, 3.54
371.28, 0.47, 3.54
371.54, 0.47, 3.54
371.79, 0.47, 3.54
372.05, 0.47, 3.54
372.31, 0.47, 3.54
372.57, 0.47, 3.54
372.82, 0.47, 3.54
373.08, 0.47, 3.54
373.33, 0.47, 3.54
373.59, 0.47, 3.54
373.84, 0.47, 3.54
374.09, 0.47, 3.54
374.35, 0.47, 3.54
374.61, 0.47, 3.54
374.86, 0.47, 3.54
375.12, 0.47, 3.54
375.38, 0.47, 3.54
375.63, 0.47, 3.54
375.89, 0.47, 3.54
376.15, 0.47, 3.54
376.40, 0.47, 3.54
376.66, 0.47, 3.54
376.92, 0.47, 3.54
377.18, 0.47, 3.54
377.43, 0.47, 3.54
377.68, 0.47, 3.54
377.94, 0.47, 3.54
378.20, 0.47, 3.54
378.45, 0.47, 3.54
378.71, 0.47, 3.54
378.96, 0.47, 3.54
379.22, 0.47, 3.54
379.47, 0.47, 3.54
379.72, 0.47, 3.54
379.98, 0.47, 3.54
380.23, 0.47, 3.54
380.49, 0.47, 3.54
380.75, 0.47, 3.54
381.01, 0.47, 3.54
381.26, 0.47, 3.54
381.51, 0.47, 3.54
381.77, 0.47, 3.54
382.02, 0.47, 3.54
382.27, 0.47, 3.54
382.53, 0.47, 3.54
382.79, 0.47, 3.54
383.04, 0.47, 3.54
383.29, 0.47, 3.54
383.55, 0.47, 3.54
383.81, 0.47, 3.54
384.06, 0.47, 3.54
384.31, 0.47, 3.54
384.56, 0.47, 3.54
384.82, 0.47, 3.54
385.08, 0.47, 3.54
385.33, 0.47, 3.54
385.59, 0.47, 3.54
385.84, 0.47, 3.54
386.10, 0.47, 3.54
386.35, 0.47, 3.54
386.61, 0.47, 3.54
386.86, 0.47, 3.54
387.12, 0.47, 3.54
387.37, 0.47, 3.54
387.63, 0.47, 3.54
387.89, 0.47, 3.54
388.14, 0.47, 3.54
388.40, 0.47, 3.54
388.65, 0.47, 3.54
388.91, 0.47, 3.54
389.16, 0.47, 3.54
389.41, 0.47, 3.54
389.66, 0.47, 3.54
389.92, 0.47, 3.54
390.17, 0.47, 3.54
390.43, 0.47, 3.54
390.68, 0.47, 3.54
390.94, 0.47, 3.54
391.19, 0.47, 3.54
391.44, 0.47, 3.54
391.70, 0.47, 3.54
391.95, 0.47, 3.54
392.22, 0.47, 3.54
392.47, 0.47, 3.54
392.73, 0.47, 3.54
392.98, 0.47, 3.54
393.23, 0.47, 3.54
393.49, 0.47, 3.54
393.74, 0.47, 3.54
394.00, 0.47, 3.54
394.25, 0.47, 3.54
394.51, 0.47, 3.54
394.76, 0.47, 3.54
395.02, 0.47, 3.54
395.27, 0.47, 3.54
395.52, 0.47, 3.54
395.77, 0.47, 3.54
396.03, 0.47, 3.54
396.28, 0.47, 3.54
396.54, 0.47, 3.54
396.80, 0.47, 3.54
397.05, 0.47, 3.54
397.31, 0.47, 3.54
397.56, 0.47, 3.54
397.82, 0.47, 3.54
398.08, 0.47, 3.54
398.33, 0.47, 3.54
398.59, 0.47, 3.54
398.84, 0.47, 3.54
399.09, 0.47, 3.54
399.35, 0.47, 3.54
399.61, 0.47, 3.54
399.86, 0.47, 3.54
400.11, 0.47, 3.54
400.37, 0.47, 3.54
400.63, 0.47, 3.54
400.88, 0.47, 3.54
401.14, 0.47, 3.54
401.40, 0.47, 3.54
401.65, 0.47, 3.54
401.90, 0.47, 3.54
402.16, 0.47, 3.54
402.41, 0.47, 3.54
402.66, 0.47, 3.54
402.91, 0.47, 3.54
403.17, 0.47, 3.54
403.42, 0.47, 3.54
403.68, 0.47, 3.54
403.93, 0.47, 3.54
404.19, 0.47, 3.54
404.44, 0.47, 3.54
404.69, 0.47, 3.54
404.95, 0.47, 3.54
405.21, 0.47, 3.54
405.46, 0.47, 3.54
405.72, 0.47, 3.54
405.97, 0.47, 3.54
406.23, 0.47, 3.54
406.49, 0.47, 3.54
406.74, 0.47, 3.54
406.99, 0.47, 3.54
407.25, 0.47, 3.54
407.50, 0.47, 3.54
407.75, 0.47, 3.54
408.01, 0.47, 3.54
408.26, 0.47, 3.54
408.51, 0.47, 3.54
408.76, 0.47, 3.54
409.02, 0.47, 3.54
409.27, 0.47, 3.54
409.53, 0.47, 3.54
409.78, 0.47, 3.54
410.04, 0.47, 3.54
410.29, 0.47, 3.54
410.55, 0.47, 3.54
410.80, 0.47, 3.54
411.06, 0.47, 3.54
411.31, 0.47, 3.54
411.56, 0.47, 3.54
411.81, 0.47, 3.54
412.07, 0.47, 3.54
412.32, 0.47, 3.54
412.58, 0.47, 3.54
412.83, 0.47, 3.54
413.08, 0.47, 3.54
413.33, 0.47, 3.54
413.59, 0.47, 3.54
413.84, 0.47, 3.54
414.09, 0.47, 3.54
414.34, 0.47, 3.54
414.61, 0.47, 3.54
414.86, 0.47, 3.54
415.12, 0.47, 3.54
415.37, 0.47, 3.54
415.63, 0.47, 3.54
415.88, 0.47, 3.54
416.14, 0.47, 3.54
416.40, 0.47, 3.54
416.65, 0.47, 3.54
416.91, 0.47, 3.54
417.16, 0.47, 3.54
417.42, 0.47, 3.54
417.68, 0.47, 3.54
417.94, 0.47, 3.54
418.19, 0.47, 3.54
418.44, 0.47, 3.54
418.70, 0.47, 3.54
418.95, 0.47, 3.54
419.21, 0.47, 3.54
419.46, 0.47, 3.54
419.72, 0.47, 3.54
419.98, 0.47, 3.54
420.23, 0.47, 3.54
420.49, 0.47, 3.54
420.74, 0.47, 3.54
421.00, 0.47, 3.54
421.26, 0.47, 3.54
421.51, 0.47, 3.54
421.76, 0.47, 3.54
422.02, 0.47, 3.54
422.28, 0.47, 3.54
422.53, 0.47, 3.54
422.78, 0.48, 3.58
423.04, 0.47, 3.54
423.29, 0.47, 3.54
423.54, 0.47, 3.54
423.80, 0.47, 3.54
424.05, 0.47, 3.54
424.31, 0.47, 3.54
424.56, 0.47, 3.54
424.82, 0.47, 3.54
425.08, 0.47, 3.54
425.33, 0.47, 3.54
425.59, 0.47, 3.54
425.84, 0.47, 3.54
426.10, 0.47, 3.54
426.36, 0.47, 3.54
426.61, 0.47, 3.54
426.86, 0.47, 3.54
427.12, 0.47, 3.54
427.37, 0.47, 3.54
427.63, 0.47, 3.54
427.89, 0.47, 3.54
428.14, 0.47, 3.54
428.40, 0.47, 3.54
428.65, 0.47, 3.54
428.91, 0.47, 3.54
429.17, 0.47, 3.54
429.42, 0.47, 3.54
429.68, 0.47, 3.54
429.93, 0.47, 3.54
430.19, 0.47, 3.54
430.45, 0.47, 3.54
430.70, 0.47, 3.54
430.95, 0.47, 3.54
431.20, 0.47, 3.54
431.46, 0.47, 3.54
431.71, 0.47, 3.54
431.97, 0.47, 3.54
432.22, 0.47, 3.54
432.48, 0.47, 3.54
432.74, 0.47, 3.54
433.00, 0.47, 3.54
433.26, 0.47, 3.54
433.51, 0.47, 3.54
433.77, 0.47, 3.54
434.02, 0.47, 3.54
434.28, 0.47, 3.54
434.54, 0.47, 3.54
434.79, 0.47, 3.54
435.05, 0.47, 3.54
435.30, 0.47, 3.54
435.56, 0.47, 3.54
435.81, 0.47, 3.54
436.07, 0.47, 3.54
436.32, 0.47, 3.54
436.58, 0.47, 3.54
436.83, 0.47, 3.54
437.09, 0.47, 3.54
437.34, 0.47, 3.54
437.59, 0.47, 3.54
437.85, 0.47, 3.54
438.11, 0.47, 3.54
438.36, 0.47, 3.54
438.61, 0.47, 3.54
438.87, 0.47, 3.54
439.13, 0.47, 3.54
439.38, 0.47, 3.54
439.63, 0.47, 3.54
439.88, 0.47, 3.54
440.14, 0.47, 3.54
440.40, 0.47, 3.54
440.65, 0.47, 3.54
440.91, 0.47, 3.54
441.17, 0.47, 3.54
441.42, 0.47, 3.54
441.67, 0.47, 3.54
441.93, 0.47, 3.54
442.18, 0.47, 3.54
442.43, 0.47, 3.54
442.68, 0.47, 3.54
442.94, 0.47, 3.54
443.20, 0.47, 3.54
443.45, 0.47, 3.54
443.71, 0.47, 3.54
443.96, 0.47, 3.54
444.22, 0.47, 3.54
444.47, 0.47, 3.54
444.73, 0.47, 3.54
444.98, 0.47, 3.54
445.23, 0.47, 3.54
445.49, 0.47, 3.54
445.74, 0.47, 3.54
445.99, 0.47, 3.54
446.25, 0.47, 3.54
446.50, 0.47, 3.54
446.76, 0.47, 3.54
447.01, 0.47, 3.54
447.26, 0.47, 3.54
447.51, 0.47, 3.54
447.76, 0.47, 3.54
448.01, 0.47, 3.54
448.26, 0.47, 3.54
448.52, 0.47, 3.54
448.77, 0.47, 3.54
449.02, 0.47, 3.54
449.28, 0.47, 3.54
449.53, 0.47, 3.54
449.78, 0.47, 3.54
450.04, 0.47, 3.54
450.29, 0.47, 3.54
450.55, 0.47, 3.54
450.80, 0.47, 3.54
451.06, 0.47, 3.54
451.31, 0.47, 3.54
451.57, 0.47, 3.54
451.82, 0.47, 3.54
452.08, 0.47, 3.54
452.34, 0.47, 3.54
452.59, 0.47, 3.54
452.84, 0.47, 3.54
453.10, 0.47, 3.54
453.36, 0.47, 3.54
453.61, 0.47, 3.54
453.87, 0.47, 3.54
454.13, 0.47, 3.54
454.38, 0.47, 3.54
454.64, 0.47, 3.54
454.89, 0.47, 3.54
455.15, 0.47, 3.54
455.41, 0.47, 3.54
455.66, 0.47, 3.54
455.91, 0.47, 3.54
456.16, 0.47, 3.54
456.42, 0.47, 3.54
456.68, 0.47, 3.54
456.93, 0.47, 3.54
457.18, 0.47, 3.54
457.43, 0.47, 3.54
457.69, 0.47, 3.54
457.94, 0.47, 3.54
458.19, 0.47, 3.54
458.45, 0.47, 3.54
458.70, 0.47, 3.54
458.96, 0.47, 3.54
459.21, 0.47, 3.54
459.47, 0.47, 3.54
459.72, 0.47, 3.54
459.98, 0.47, 3.54
460.23, 0.47, 3.54
460.48, 0.47, 3.54
460.74, 0.47, 3.54
460.99, 0.47, 3.54
461.24, 0.47, 3.54
461.49, 0.47, 3.54
461.75, 0.47, 3.54
462.00, 0.47, 3.54
462.25, 0.47, 3.54
462.50, 0.47, 3.54
462.76, 0.47, 3.54
463.01, 0.47, 3.54
463.27, 0.47, 3.54
463.52, 0.47, 3.54
463.78, 0.47, 3.54
464.04, 0.47, 3.54
464.29, 0.47, 3.54
464.54, 0.47, 3.54
464.79, 0.47, 3.54
465.04, 0.47, 3.54
465.30, 0.47, 3.54
465.56, 0.47, 3.54
465.82, 0.47, 3.54
466.07, 0.47, 3.54
466.33, 0.47, 3.54
466.58, 0.47, 3.54
466.83, 0.47, 3.54
467.09, 0.47, 3.54
467.34, 0.47, 3.54
467.60, 0.47, 3.54
467.85, 0.47, 3.54
468.11, 0.47, 3.54
468.36, 0.47, 3.54
468.62, 0.47, 3.54
468.87, 0.47, 3.54
469.12, 0.47, 3.54
469.38, 0.47, 3.54
469.64, 0.47, 3.54
469.89, 0.47, 3.54
470.14, 0.47, 3.54
470.40, 0.47, 3.54
470.66, 0.47, 3.54
470.92, 0.47, 3.54
471.17, 0.47, 3.54
471.43, 0.47, 3.54
471.68, 0.47, 3.54
471.94, 0.47, 3.54
472.19, 0.47, 3.54
472.44, 0.47, 3.54
472.70, 0.47, 3.54
472.95, 0.47, 3.54
473.21, 0.47, 3.54
473.46, 0.47, 3.54
473.72, 0.47, 3.54
473.97, 0.47, 3.54
474.23, 0.47, 3.54
474.48, 0.47, 3.54
474.74, 0.47, 3.54
474.99, 0.47, 3.54
475.24, 0.47, 3.54
475.50, 0.47, 3.54
475.75, 0.47, 3.54
476.01, 0.47, 3.54
476.26, 0.47, 3.54
476.51, 0.47, 3.54
476.77, 0.47, 3.54
477.02, 0.47, 3.54
477.27, 0.47, 3.54
477.52, 0.47, 3.54
477.78, 0.47, 3.54
478.04, 0.47, 3.54
478.30, 0.47, 3.54
478.55, 0.47, 3.54
478.80, 0.47, 3.54
479.05, 0.47, 3.54
479.31, 0.47, 3.54
479.56, 0.47, 3.54
479.82, 0.47, 3.54
480.07, 0.47, 3.54
480.33, 0.47, 3.54
480.58, 0.47, 3.54
480.84, 0.47, 3.54
481.10, 0.47, 3.54
481.35, 0.47, 3.54
481.60, 0.47, 3.54
481.86, 0.47, 3.54
482.11, 0.47, 3.54
482.37, 0.47, 3.54
482.63, 0.47, 3.54
482.88, 0.47, 3.54
483.13, 0.47, 3.54
483.39, 0.47, 3.54
483.64, 0.47, 3.54
483.89, 0.47, 3.54
484.15, 0.47, 3.54
484.40, 0.47, 3.54
484.66, 0.47, 3.54
484.91, 0.47, 3.54
485.16, 0.47, 3.54
485.41, 0.47, 3.54
485.67, 0.47, 3.54
485.92, 0.47, 3.54
486.18, 0.47, 3.54
486.43, 0.47, 3.54
486.69, 0.47, 3.54
486.94, 0.47, 3.54
487.20, 0.47, 3.54
487.46, 0.47, 3.54
487.72, 0.47, 3.54
487.97, 0.47, 3.54
488.22, 0.47, 3.54
488.47, 0.47, 3.54
488.73, 0.47, 3.54
488.98, 0.47, 3.54
489.24, 0.47, 3.54
489.49, 0.47, 3.54
489.74, 0.47, 3.54
490.00, 0.47, 3.54
490.25, 0.47, 3.54
490.51, 0.47, 3.54
490.76, 0.47, 3.54
491.01, 0.47, 3.54
491.27, 0.47, 3.54
491.52, 0.47, 3.54
491.77, 0.47, 3.54
492.03, 0.47, 3.54
492.29, 0.47, 3.54
492.55, 0.47, 3.54
492.81, 0.47, 3.54
493.07, 0.47, 3.54
493.32, 0.47, 3.54
493.58, 0.47, 3.54
493.83, 0.47, 3.54
494.08, 0.47, 3.54
494.34, 0.47, 3.54
494.60, 0.47, 3.54
494.85, 0.47, 3.54
495.11, 0.47, 3.54
495.37, 0.47, 3.54
495.62, 0.47, 3.54
495.88, 0.47, 3.54
496.14, 0.47, 3.54
496.40, 0.47, 3.54
496.65, 0.47, 3.54
496.91, 0.47, 3.54
497.17, 0.47, 3.54
497.43, 0.47, 3.55
497.68, 0.47, 3.54
497.94, 0.47, 3.54
498.20, 0.47, 3.54
498.45, 0.47, 3.54
498.71, 0.47, 3.54
498.96, 0.47, 3.54
499.22, 0.47, 3.54
499.48, 0.47, 3.54
499.73, 0.47, 3.54
499.99, 0.47, 3.54
500.24, 0.47, 3.54
500.50, 0.47, 3.54
500.76, 0.47, 3.54
501.01, 0.47, 3.54
501.27, 0.47, 3.54
501.52, 0.47, 3.54
501.78, 0.47, 3.54
502.04, 0.47, 3.54
502.29, 0.47, 3.54
502.54, 0.47, 3.54
502.80, 0.47, 3.54
503.05, 0.47, 3.54
503.31, 0.47, 3.54
503.56, 0.47, 3.54
503.81, 0.47, 3.54
504.07, 0.47, 3.54
504.32, 0.47, 3.54
504.57, 0.47, 3.54
504.82, 0.47, 3.54
505.08, 0.47, 3.54
505.33, 0.47, 3.54
